sentiment,review_body,product_category
0,I have a love hate relationship with this product. it is comfortable and cozy  yet unshapely. after the initial wear  the product begins to stretch out  and if you sit for a while your knees are demarcated in the fabric once you stand. the sherpa front is soft  but the waffle material in the back is in no way flattering. i purchased for sleeping so it does that job nicely  but i would never leave the house with this on. i am hoping that after the first wash it shrinks a bit too. i am typically a,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,Definitely pj quality. i have a fairly thin frame and this hung on me like a tent. and it's very thin  so it works as a swim cover  but definitely not a dress for anything else.,Lounge
0,I bought these shorts last week in the cobalt blue color. they are super comfy and the color is beautiful however after wearing them for only a few hours i noticed a pull in the fabric that all the way down the front of the right leg. i'm extremely upset about this because they were relatively expensive for lounge shorts. i love the shorts otherwise.,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
1,These are incredibly soft and comfortable. they are only for inside lounging  because they are a bit see through and have that long-johns type of material on it.,Lounge
1,I really really like this tunic. it is gorgeous! but it runs small. i tried in l  usually wear l/xl  i may need to try the xl. but i sent it back because it just too expensive. the fabric itself is thick and heavy. i didn't like the fabric much  i wish it were softer. especially for such a gorgeous tunic. it was hard to send it back  but i may try the larger size in the store. i think i need 2 sizes up  it runs too small.,Lounge
1,I love the design of these. the laser cut outs are solid and hold up in the wash. they are great for work-outs and cute enough to wear as leggings out. i wore them to my bar method class  came home and just changed my top and continued wearing them the rest of the day as a cute outfit. they have a great snug fit and the fabric is thick and durable.,Lounge
1,I actually like the fit - but i guess it depends on your overall body type. i too ordered a small and medium. i actually could fit the small  but preferred the room in the medium. the movement on these are spectacular and the material is light and cool.,Lounge
1,I ordered a small. i'm usually a petite small. i like my tees not fitted. i will exchange it for an xs. soft. it has like the look of a seam down the middle of the back. i barely noticed it. i think it makes a plain tee shirt a little unique. good quality. 100 percent cotton. it's a white tee. soft.,Lounge
1,Love these-although i'm exchanging mine for a size larger. they are definitely wide leg  have plenty of length (i'm 5'6  and there is a good inch of extra length)  but i found the waist band to fit snug without a ton of give. i also am working off extra baby weight in the stomach/hip area though  but thought it was worth mentioning. i'm pretty curvey  probably a size 31 in jeans right now  and exchanged a l for a xl. great quality,Lounge
1,This dress was so comfortable  i wore it all day - to church  out to brunch and actually slept in it. it would travel well  too.,Lounge
1,Amazingly soft jacket! tried this on and three sales girls all said they wanted it! the other reviewer said there wasn't any pockets but yes there are- they are sewn so you have to undo the stitching but they are there!! perfect jacket at a great price. first time i wore it  i received several compliments.,Lounge
1,I love these shorts. they're really comfortable and versatile. i got them on sale  and for the price they were a steal! the material is nice  and you can dress them up or down.,Lounge
-1,I love anything orange- when i saw this coat online  i ordered it as i loved all the features. the features of the coat are fun- however the coat came all bunched up in the package. i let it hang for a couple of days but the wrinkles were awful and even steaming and an iron would not take the creases away. i tried the coat on - the buckles were poorly made. i ended up returning this jacket.,Outerwear
-1,"This sweater was huge  it hung down to my calves! it also is really bulky and scratchy  it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s  and i was swimming in it. the fabric is very thick  i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",Outerwear
-1,I really wanted to love this waistcoat. i purchased this online and tried it on as soon as i received it. it runs large  but i should have realized the horizontal stripes sitting on the hips is not a good thing. the fur adds additional bulk where it is not needed  the hip area !!!!. i purchased a small and could have purchase a xs  but i think the problem would still be there in a smaller size. it's going back  but i am disappointed as i really wanted a something a little alternative !!!!!,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,Not as cute as photos  and too small in chest. i am 5'5''  125 lbs  and the small was too tight in the chest  and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable  and will need to be able to button it on rainy days.,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
0,What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
0,I tried this jacket on and it was definitely cute but a couple things to note. it's a wool acrylic blend and it was already starting to pill from being tried on in the store. also  it's unlined. i thought the price point was high given its fibers and unlined. given its hem  i wonder how much longevity the piece has and how quickly it might start to look dated too.,Outerwear
0,I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,Outerwear
0,I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however  it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point  i would have expected better quality.,Outerwear
0,This coat is so lovely  it is the embodiment of 1940's classic movie star style. the color  the style  the collar add a subtle flair of drama that you definitely want in your wardrobe .... if only it weren't for those pesky buttons! like other reviewers  i am disappointed to note that within a month of owning  the top button popped off in the middle of a dinner date on a rainy night in a french restaurant. that same night  i noticed a button was missing from one of the sleeves. alas  i am as yet,Outerwear
0,It is a beautiful coat  runs small. arms feel tight  i am typically xs  i can't even button it up. bottom is skirted  and falls beautifully. it is light weight coat  not really fit for cold weather.,Outerwear
1,I received this jacket in an 8. fits great with room . i am a 34dd chest for reference as i was not sure if i needed a 10  but the 8 is perfect. see my pictures as i feel the website photos are more bright as the actual jacket is more muted. buttons are very nice but the pocket flaps hit right at the boob area so it my bother some . very high quality  lined and will look great over some retailer dresses in the same color way i purchased last year. depending on the season this jacket would do fine,Outerwear
1,I had my eye on this jacket (in moss) for awhile. i was afraid the vegan leather wouldn't feel natural or soft but i was wrong. it's wonderfully soft - so much so that every time i wear it and tell someone it's vegan leather  they feel compelled to touch it and can't get over the quality. the detailing is great and the back adds a special  interesting touch. it's become my go-to jacket and works just as well with jeans as it does with a nice dress. and who doesn't love getting a compliment every,Outerwear
1,I love this coat. it's everything i've been looking for in a trench: navy blue  cut for dresses  with a vintage flair. and the medium fits like a glove (i'm a size 8). all that being said  be forewarned that this coat in unlined  so it won't be that warm a layer. the seams are covered in a bright turquoise bias tape so it doesn't seem especially unfinished. still worth the price on sale.,Outerwear
1,I was hesitant to purchase this coat because of the price  and when i received it i have to admit i was a little disappointed with the quality of the coat. the sleeves are made out of a soft felted material but i can see this pilling easily. other than that  the silhouette of the coat is perfect...not too boxy! it's also not too heavy so that you can wear it through fall and into the first months of winter. i love it!,Outerwear
1,"Love this coat. it fits very well - i'm 5'6"" and typically wear an 8. it is a bit broad in the shoulders like the other reviewers mention  but that's part of its tailored look. this gorgeous coat breaks up any boring winter outfit. so happy with this purchase.",Outerwear
1,Just loved it at first sight and waited for it to come on sale .. i am usually a size 0 or xsmall but this one fits perfectly with a size 2 .. i am about 122 lbs and 5 ft 2 and this size fits really well - - petite is too short esp on the arms -- the lining is really nice as well - the design and the cut of this coat is really flattering unlike some of the boxy designs -- absolutely divine - just loved it !!,Outerwear
1,I'm a size 2 in retailer pretty much across the board - size 26/27 bottom  2 top  generally go for the xs. and i ordered this in a 4 based on other reviews. it's definitely not a winter coat  which i understood. it's not for layering over a heavy sweater either. i wish i had ordered the size 2 instead so that it was a little snugger in the waist. as is i can wear it over a shirt  dress  or light sweater  and that's fine  but unlike other reviewers i don't think you need to size up if you want the,Outerwear
1,Love this piece. it is warm and attractive and will set any outfit off from a dress to jeans and a t-shirt. i look forward to wearing it often.,Outerwear
1,I tried this jacket on in store  both m & l. both seemed to pull a little at waist/pocket (notice the raised pleat on the closeup. i ordered xl on line. it fits better but still seems to fit like the other two when fastened. snaps seem to be misplaced. on the plus side  the style is cute and there is brown (taupe) mixed in with the grey which is more flattering to brownettes. there isn't much difference in sizing of all three. i am not sure whether this is a keeper. open  it is fine and casual;,Outerwear
-1,I wished these fit a little better. unfortunately  they were a little tight in the thighs and if i didn't pull the waist of the pants up  i had sagging crotch and the pockets hung out. needless to say i made a return.,Pants
-1,I love these pants. bought them in both black and burgundy. but the burgundy pair split in the butt before i even made it to work in the morning. they weren't even tight. so disappointing. i will be returning them.,Pants
-1,I was so looking forward to wearing these pants on an upcoming trip. i already had my outfits planned! when these pants arrived  however  they were very different from those shown in the pictures online. firstly  the pants are  in actuality  quite cropped. i am 5'9-- the model in the pictures is at least that height  if not taller-- and the hems were several inches above my ankles. secondly  the pants appear to be an even wider cut than what's shown  although the width of the pant legs may have,Pants
-1,"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick  stretchy and well made. however  the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great",Pants
-1,"I ordered these pants after seeing the good reviews  but i don't agree. these are going back. i ordered a small. i'm 5'5"" and 135 pounds. i am usually between a small and a medium in pants  but the small in these pants is huge. i could definitely fit into an xs. but i also don't think they are very flattering and don't like the feel of the fabric. it's too bad. i love the idea of these.",Pants
-1,I was so excited to try these but was really disappointed in the fit. i found the legs and butt to be tight but the waist to be really big. if you are normally a size 24  i wouldn't bother with these.,Pants
-1,I bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg. i figured i did something wrong so i bought another pair in the same color and one in sage. just washed both pairs according to care instructions (no spills  stain remover  or anything but detergent) and both came out with light spots all down the leg. very sad to have wasted all that money.,Pants
-1,"I bought these last year and loved them  however they came in tall sizes. this year they do not and the inseam is just way too short  even at 33"". im 5'7"" and  they barely graze the floor with no break in the pant leg. i prefer to wear them with boots and they will not be long enough even with a short heal",Pants
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l,Pants
0,I absolutely loved these pants the first several times i wore them. the fit is flattering  they are a perfect long length  and the colors are stunning. after several wears  it was time to wash them and i followed the directions provided to wash with cold water and line dry. i was initially horrified with the amount that these pants shrunk in fit and length and the colors ran together. after a lengthy ironing session  i was able to smooth out the material and restore much of the length and fit bu,Pants
0,"I tried these on in the store  and they are super cute but run small. i typically wear a size 25 (i'm 5' 5"" and 108 lbs.) and they were too tight for me. i like the fabric and the cut; i think they'd be great one size up. (my store didn't have them.)",Pants
0,"I loved these pants.they are so comfortable. however  after just wearing them twice  the threads of the leaves are fraying  and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone  or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad  they were l",Pants
0,I ordered these pants in black and brick. the pattern is great  but the sizing and fit are way off. i usually wear an 8 or a medium in retailer. i ordered these pants in a 10  12  and 12 petite. the 10 actually fit  but there is no stretch in these fitted pants. they were very uncomfortable to walk or sit in. however  if you're standing up all day and not doing much moving around  these pants are perfect! the print is great in both black and brick. i couldn't decide which one i liked best. wish th,Pants
0,I wanted to love these  but the zipper is extremely short and they were not flattering on my thicker thighs and large behind. the fabric is so soft  however and the color is great. would work on a less curvy woman!,Pants
0,"Thick material and cute design. i am typically a size 2 and the small in this fit but was snug in the crotch and just zipped at the waist there is not much if any stretch. i am 5'6"" with a 26 1/2 in waist so that was unexpected. it does have cinchers at the waits but they are more for aesthetics than functionality. it is a very cute design and the fabric is nice as well as the direction of the stripes.",Pants
0,"It gets a little old to receive products over and over that do not match the photo or description of the product  retailer! the photo shows a black pant with blue colored striping. the pants that i got are black with green and brown striping. i find the color combination in the photo to be what i wanted and since the fit was nice (albeit short and i'm only 5'5"" tall) i would have kept these. unfortunately  the pants that i got are nowhere close to the description so i will be returning them. the f",Pants
0,I tried this in an xxsp. i am normally an ssxp or xsp. it fit me well everywhere except in the crotch where i was given a slight wedgie. not the look i was going for. if i sized up  the rest of the jumpsuit would be too large on my frame.     also  i don?t feel the quality matched the price point. the one i received had a lot of loose stings already and it was unopened previously. that being said  it is a beautiful color and on the right body  the style would work well. it just wasn?t for me.,Pants
0,This is beautiful fabric and a good fit  but it's such a pain to get on and off  that i just don't want to hassle with it. the button is in the back  and very tricky to reach. too bad  because otherwise it's darling!,Pants
1,"I'm calling this the ""gateway jumpsuit"" for all those ladies who are wondering about this whole jumpsuit trend and how they feel about it--you know who you are. this jumper is flattering  comfortable  elevated--and worth trying on! i'm petite but long-waisted with curves on the bottom  which can be a tough combo when trying to find a jumper. i actually ordered the petite 2 first  which was better fitting in the waist area but i ended up ultimately purchasing the regular 2 since i preferred where",Pants
1,Purchased these recently and loved the fit and feel upon trying them on. i was hoping that unlike linen pants  they'd keep their shape. no such luck. after an hour or two in them they were hanging and sagging. this is after being a (good) snug fit. i purchased my usual size and i'd say they stretched at least a size or two bigger. the color and feel of these is very nice and i see them being perfect for a very casual or slightly dressier outfit so i do recommend them. however  buy them small bec,Pants
1,"Was worried these pants would make my 5'2"" frame appear even shorter  but no  they looked great and fit perfectly. very comfortable. love your pilcro brand  but will remember this brand for the future.",Pants
1,These pants are a must for any girl's summer warm weather wardrobe! i tried them on in the store and loved them. but... i am just over 5' and they were too long in the xs  even with 2.5 inch heels. so i ordered them in an xs petite and they are perfect with my 2.5-3 inch heels.   i love that they are wide-legged! they look cool and are flattering! i am a teacher and plan on wearing them to work during the warmer months with a nice solid tee and a statement necklace. and of course  heels. i highl,Pants
1,Wearing these for the first time today. the way the pants are made is the way a pair of quality pants should be. the fabric is gorgeous; the fit is excellent. the tone on tone flower is subtle but visible and creates a lovely pattern. the denim treatment at the ankle and waistband is a nice added touch. true to size  too. these are not your run of the mill above the ankle pants - they're something special and worth the money...the fact that i did get them on sale makes it an even better purchase,Pants
1,Love these pants! i'm 5'10 and the length is perfect. could even wear a little heel. the fold over waist is so comfy  they feel like pajamas but look very classy. i bought the navy and silver (more of a khaki color) on sale for a great deal. the washing instructions say line dry but i threw them in the dryer on low and they came out fine. just need to remove and hang quickly for less wrinkles.,Pants
1,I am in love with the pilcro brand. this pair is gorgeous. i love the how versatile these will be in my wardrobe. i can dress them up with a nice blazer  sweater or dress them down with t-shirts or tanks. these will be a staple in my wardrobe. they are a nice navy blue.,Pants
1,"I was not sure whether i would like an xs or a s. rompers can be tricky. i am 5'6"" 123lbs. i went ahead and ordered the xs and it is perfect. it is just long enough in the body for me. the shorts length is perfect  not too short or too long. i can't wait to wear this!",Pants
1,I ordered these in the neutral and the fabric and construction are everything i hoped they would be. they are a lovely light weight rayon that i think will be very comfortable in hot weather. the printed fabric is really pretty.    sadly  they seem to run on the large size. i wear size 14 pants  but the xl was too baggy in the legs and a little too large in the waist. i am sending them back and getting the smaller size.,Pants
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
0,I am so sad that this romper didn't work out. it's just way too billowy and huge. i am usually between a small and medium so i ordered this small. i'm petite and somewhat curvy and i was absolutely swimming in this romper! might look best on taller girls. i am 5 '2 and about 125-130 lbs and this was like wearing a tent. do not recommend. such a bummer because i was a believer after treading all of the great reviews!,Shorts
0,Wanted to love this.. love rompers  but the opening between your chest was oddly designed  it was gapping and certainly couldn't bend over without showing lots.. fabric seemed heavy for the summer. all in all it was too full  made me feel frumpy..,Shorts
0,These are so cute and the colors are great  however  they stretch out about 2 sizes. they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big. i'm bummed out because they are perfect in every other way. didn't think they would stretch out as much as they did. and they look awful once  they've stretched out. wish i didn't take the tags off or i would have returned them. size down at  least one size  i could have sized down two sizes. hoping they shrink lik,Shorts
0,These shorts are just beautiful. with that said  they were expensive  but made reasonable when i snagged them in the online sale! they do also run large  and they seem to be made for short-waisted bodies. i will be bringing them back to my local store to (hopefully) exchange for a smaller size. fingers crossed that they still have them in stock!,Shorts
0,These run very large.  i wear a 25 or 26 in paige jeans  and the 25 in these shorts were way too big.  i fear if i got the 24 they would be a little short.,Shorts
0,This romper was not what i expected when i originally purchased. it is much more casual looking in person  and as soon as i got it out of the bag  one of the buttons fell off. it did look good on and fit well  but i will be returning because it is too casual for the occasion i bought it for.,Shorts
0,I'm keeping these shorts because they are cute. i sized down as the previous reviews suggested and they fit great  but they are snug around the legs. i think i would have preferred a more baggy look  but then they would have been too big around the waist (had i ordered my typical size). they are soft and comfortable  the navy color is really pretty.,Shorts
0,"I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback  but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference  i have a 33"" waist and 42"" hips.",Shorts
0,I had a few pairs of these high-waisted beauties last year and love them so i was thrilled to see them in this adorable pattern which is even cuter in person. unfortunately  the cut is different. the sides  covered here by the model's hands  flare out a bit which is the function of the sectioning that the piping accentuates. the top is not the definitively high-wasted height from last year. i don't own anything else high-wasted  being an apple i'm generally a low-rider owing to a small hips/butt,Shorts
1,These shorts are great! perfect length and this can be addicted based on how much you roll them up. i love all the colors. i've bought several pairs because of how comfortable and versatile they are!,Shorts
1,Very happy with the fit  sizing  and look of these shorts.,Shorts
1,This romper is so dang cute. i normally wear a m/l or 10/12. i took a medium in this though either size would probably have worked depending how loose you like it. it's not too sheer and the shorts aren't too short (i'm 5'9). my only complaint is the front toe came off on one side as i was trying it on  an easy fix but still it should come off that easy.,Shorts
1,I love these shorts  nice material  good fitting  and great look. i sized up  usually an 8 and i ordered a 10 based on others reviews and it was the right choice. these are a great casual short or dressed up with shoes and a nice shirt.,Shorts
1,I love this short. i normally wear size 10 this short just bit larger than average 10 .it is not to short not to long just perfect.,Shorts
1,"This romper is so cute and comfy! the fabric is soft and a beautiful shade of blue with light blue dots (true to the photos). i sometimes have issues with rompers due to my long torso  but this fits great  with shorts hitting about the same as the model image (i'm 5'7""). i really love the v-neck on this too - it's simple  but a really flattering cut that i don't think would expose even ladies with a larger chest. definitely a nice everyday piece - excited to wear it on a hot summer day at the pa",Shorts
1,"I've been buying and returning several denim shorts lately searching for the right pair. these are fantastic. they are so so soft and comfy. i'd say they run slightly big but not to the point where i needed to size down like i do with the hyphen chinos. love that they are not so short but not too long either and can be adjusted by how you roll them. these are a nice medium wash and i am 5'5"" 110 lbs and went w my normal size 26. seems like they may stretch out a little but that's ok bc then they",Shorts
1,"So cute! rompers are hard because they are so cute but rarely work for all body types. this one is so super cute. the material is so soft and comfy  feels silky. i got a small and fits perfect. i'm 5'4"" and 117lbs so it runs very true to size when most clothes from retailer run big. i love rompers but only have one other one. this is by far my favorite! i can't wait until it's much warmer and i can wear it all the time.",Shorts
1,The color of these shorts is even more beautiful and vibrant in real life. the detail is wonderful and they are so comfortable!,Shorts
-1,The skirt is totally see through unless you wear a slip. even though it has a built in slip  it is still see through. the problem is that the slip is made out of the same super thin polyester material as the outside skirt. if it wasn't see through i would keep it.,Skirts
-1,I bought this skirt in my usual xxs petite and the waist was way too small. i could not even pull the skirt all the way up. returned,Skirts
-1,I was really excited about this skirt because i love the color. however when i tried it on  it was too much of a high/low. i am not very tall but this would look a lot better on a tall person.,Skirts
-1,This looked like such a cute  casual skirt when i picked it up but like other reviewers have said  it runs small. i'm usually a xs in retailer skirts but they only had a small to try on. i was able to get it on but did notice it was snug pulling on past my hips. however once on  i couldn't figure out how i'd wear this. i wouldn't pair this with a flowy top but tucking something in didn't seem like a good idea either. between the pleats and elastic waist it will make almost anyone look like they ha,Skirts
-1,Even following the care label exactly  it shrunk ~3 inches in the length and overall in the diameter. i had to return this since i am tall and it looked more like a work-inappropriate mini after the first wash.,Skirts
-1,Oh dear. the elastic waistband just ruined this skirt for me--it made it look so cheap. i assumed from the photograph that the skirt was a knit over a structured lining with a real waistband with a zip. instead  it's a sweatshirt knit with no lining and elastic. it looked cheap and hung a bit baggy from the elastic waist  making it a no-go for me.,Skirts
-1,"I anticipated receiving this skirt as i love a longer pencil skirt and this looks beautiful. i opened it  tried it on  sent it back...it is well made but has too many negatives. first  it is very thick. i ordered size 6 (5'2""  140 lbs.). the size was good  but it is so thick that it adds lots of extra fluff around the waist and abdomen. it is also very stretchy and fits in an unflattering way. finally  and most importantly  it has a back and front vent and both are vented all the way up to the c",Skirts
-1,I ordered my usual size m and when arrived i thought the material and cut was nice.  once i tried it on it was way too big in hips.  i looked rather comical how it extended on the sides.  i returned the dress.,Skirts
-1,"I had been waiting for this skirt to go on sale as i fell in love with the style and print on the website. however  after receiving it in the mail i was disappointed to find that the cut was all wrong for my body type. i am 5'6""  size 4  hourglass/athletic. the xs was too big and made me look like i had no shape. would be cute on a girl with no hips/booty but unflattering on hourglass figure.",Skirts
0,This is a beautiful skirt; the colors are fresh and summery  yet subtle  and it's a nice sturdy cotton  not flimsy and cheap looking. however  i agree with the reviewer who said that this runs small. i take a 4 in most skirts  but i had to try on a 6 and still felt that it didn't fit quite right. if you're extremely thin  this might be great for you.,Skirts
0,I loved these on the hanger when i saw them in the store. i liked the fabric  but found the full cut of the pant added a ton of bulk to my hips (and i don't have big hips). i also thought the waist was a bit snug while the rest of the pant ran tts. they went back.,Skirts
0,The picture makes it looks like it has rich brown yellow and orange colors. when it came  it was more black with some orange that popped. much different then i expected. the material was nice and silky but i was not willing to keep something that was dry clean only. i sent it back.,Skirts
0,Wonderful pencil skirt with subtle design to pair with a variety of tops or sweaters. fabric is nice and has a true 'fitted' design. however  the sizing is all off. it runs small and too long. i'm 5'3 and wait 25/26 in denim and a 2-4p in most skirts. the 4 is too tight and past the knee in length. more like upper calf. the 6 would be way too long. disappointed.,Skirts
0,I can't figure out if this skirt is supposed to be high-waisted (if so  it's too big but the length works)  or if it's supposed to sit on my hips (fits well but too long). but the material is really comfortable  and the design is different in a good way.,Skirts
0,I received this skirt today and was very disappointed. i don't know what i expected but it is not as i thought. even though the quality is very good and the fit is true to size  i may return it. the fabric of the skirt is just too busy  at least for me. i am just uncertain and even though i have many tops  the colors are just not matching. white looks better than any colored top with this particular print. i am going to try it on one more time and make a definite decision.,Skirts
0,Size up i was surprised that the fit was small i always seem to wear a 6 in retailer pencil skirts this was tight!,Skirts
0,I saw this skirt online and went to the store immediately to try on. i was a bit disappointed. the size is tts but the prints were prettier online. the material is ok. the regular is long so probably won't look good on a shorter person  if it is still available when the price comes down  i might buy it.,Skirts
0,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however  if you have ""shapely"" hips and back-side  this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however  if you're less endowed in that area  it might work well. gives a great shape!",Skirts
1,This color rich pattern will transition nicely into the fall season. it wears well with a bare leg and will look great with opaque tights later in the season. the higher waist and gathering work well on my figure.,Skirts
1,"I had my reservations given that i'm petite (5'2""  108lbs) and it's midi style. i'm glad that i took a chance. i bought the red motif and it's beautiful. it's wrinkle-free right out of the package. the color is vibrant and the style is classic and effortless. fits true-to-size. great for work with a black tee as shown in the picture.",Skirts
1,I saw this skirt online and had to have it. as another reviewer mentioned  the color is more of a yellowy ivory. the skirt is very pretty  but also has a very thick/heavy satin polyester lining. i don't feel like i could wear it during the summer because the thick poly lining wouldn't breathe. that was the deciding factor and sadly i'll have to return it.,Skirts
1,I understand this is a pencil skirt  so it's gonna be more body hugging. however  this really did seem to run small. i only tried it on because it was on sale and there was a promotion. my thoughts below: ___________ pros: - great design that will match with a lot of things. - very soft and comfortable overall due to being part modal. lots of stretch. - no dry cleaning here. hand wash  which is a plus for me. - it's a thicker knit  but it's breathable  too. no issues with being see-through. - re,Skirts
1,This skirt is great  a classic. the little dots on the skirt give it some character while remaining a simple black and flattering skirt. the material lays nicely and flat. it does not make me look like i have a stomach. the skirt fits tts. i am a little afraid that the waistband will stretch out over time so i might exchange it for one size smaller. overall  i love the skirt!,Skirts
